customer_id,name,city
94,Kasia wozniak,Warsaw
95,Anna nowak,Gdansk
96,Kasia smith,Krakow
97,Kasia wozniak,Poznan
98,John nowak,Gdansk
99,John nowak,Warsaw
100,Kasia smith,Poznan
101,Marek nowak,Warsaw
102,Jan kowalski,Gdansk
103,Kasia kowalski,Krakow
104,Jan smith,Krakow
105,Jan nowak,Krakow
106,Marek zielinski,Warsaw
107,Anna zielinski,Poznan
108,Anna nowak,Poznan
109,Marek kowalski,Warsaw
110,Kasia wozniak,Krakow
111,Jan wozniak,Warsaw
112,Jan wozniak,Warsaw
113,Kasia smith,Poznan
114,Marek wozniak,Krakow
115,Kasia zielinski,Gdansk
116,John wozniak,Warsaw
117,Jan smith,Warsaw
118,Anna zielinski,Gdansk
119,Maria nowak,Gdansk
120,Piotr nowak,Warsaw
121,Maria wozniak,Gdansk
122,Marek zielinski,Warsaw
123,Anna zielinski,Warsaw
124,Marek kowalski,Warsaw
125,Maria nowak,Gdansk
126,Marek kowalski,Krakow
127,Anna zielinski,Warsaw
128,Maria zielinski,Warsaw
129,Maria nowak,Krakow
130,John zielinski,Gdansk
131,Maria smith,Krakow
132,Jan smith,Warsaw
133,Piotr wozniak,Warsaw
134,John smith,Krakow
135,Piotr nowak,Warsaw
136,Kasia zielinski,Gdansk
137,Anna nowak,Gdansk
138,Jan zielinski,Krakow
139,Jan smith,Warsaw
140,Jan smith,Krakow
141,Jan wozniak,Poznan
142,Maria smith,Gdansk
143,Marek zielinski,Warsaw
144,John zielinski,Krakow
145,John nowak,Warsaw
146,Piotr nowak,Warsaw
147,John zielinski,Warsaw
148,Piotr smith,Gdansk
149,Jan smith,Warsaw
150,John smith,Gdansk
151,Kasia smith,Poznan
152,Anna nowak,Gdansk
153,Kasia smith,Warsaw
154,Anna smith,Poznan
155,Jan smith,Warsaw
156,John wozniak,Gdansk
157,John wozniak,Gdansk
158,Anna nowak,Warsaw
159,John kowalski,Gdansk
160,Anna smith,Gdansk
161,Maria kowalski,Krakow
162,Jan nowak,Krakow
163,Piotr nowak,Krakow
164,Jan kowalski,Gdansk
165,Anna smith,Poznan
166,Maria wozniak,Gdansk
167,John kowalski,Warsaw
168,Marek kowalski,Poznan
169,Marek kowalski,Krakow
170,Anna kowalski,Gdansk
171,Piotr wozniak,Poznan
172,John kowalski,Krakow
173,Jan nowak,Krakow
174,Marek nowak,Poznan
175,Kasia kowalski,Warsaw
176,Marek wozniak,Krakow
177,Piotr kowalski,Warsaw
178,Anna kowalski,Krakow
179,Piotr smith,Poznan
180,Anna smith,Krakow
181,John zielinski,Krakow
182,John zielinski,Krakow
183,Anna nowak,Krakow
184,Jan zielinski,Krakow
185,Anna nowak,Gdansk
186,Kasia smith,Gdansk
187,Marek smith,Krakow
188,Maria zielinski,Warsaw
189,Kasia zielinski,Warsaw
190,Piotr nowak,Gdansk
191,Kasia nowak,Gdansk
192,Marek zielinski,Gdansk
193,John kowalski,Krakow
194,Kasia nowak,Gdansk
195,Piotr zielinski,Krakow
196,John nowak,Gdansk
197,Piotr zielinski,Krakow
198,John wozniak,Krakow
199,Kasia smith,Gdansk
200,Jan kowalski,Krakow
201,John wozniak,Gdansk
202,John kowalski,Gdansk
203,Maria smith,Krakow
204,Maria nowak,Krakow
205,Piotr kowalski,Krakow
206,Marek zielinski,Gdansk
207,John smith,Krakow
208,Kasia wozniak,Gdansk
209,Jan zielinski,Krakow
210,Marek kowalski,Gdansk
211,Anna smith,Gdansk
212,John zielinski,Krakow
213,Anna kowalski,Gdansk
214,Piotr kowalski,Poznan
215,Jan kowalski,Warsaw
216,Anna kowalski,Krakow
217,Maria nowak,Krakow
218,Kasia zielinski,Warsaw
219,John wozniak,Krakow
220,Kasia kowalski,Warsaw
221,John nowak,Poznan
222,Marek nowak,Poznan
223,Kasia kowalski,Warsaw
224,Marek zielinski,Krakow
225,Anna zielinski,Warsaw
226,Marek nowak,Krakow
227,Jan wozniak,Gdansk
228,Maria zielinski,Gdansk
229,Piotr wozniak,Gdansk
230,Marek zielinski,Krakow
231,Marek zielinski,Krakow
232,Jan wozniak,Krakow
233,Piotr kowalski,Poznan
234,John smith,Poznan
235,Marek zielinski,Krakow
236,John kowalski,Krakow
237,Kasia nowak,Gdansk
238,Piotr kowalski,Krakow
239,Piotr smith,Gdansk
240,Anna kowalski,Warsaw
241,Jan wozniak,Gdansk
242,Jan kowalski,Warsaw
243,Kasia wozniak,Krakow
244,Maria wozniak,Krakow
245,Anna kowalski,Poznan
246,Kasia wozniak,Poznan
247,Maria nowak,Poznan
248,Marek zielinski,Krakow
249,Kasia nowak,Krakow
250,Piotr wozniak,Poznan
251,Marek wozniak,Gdansk
252,John zielinski,Poznan
253,Maria kowalski,Krakow
254,Jan smith,Krakow
255,Kasia nowak,Krakow
256,Piotr wozniak,Gdansk
257,Jan wozniak,Warsaw
258,Maria zielinski,Warsaw
259,Kasia zielinski,Gdansk
260,John nowak,Warsaw
261,John wozniak,Warsaw
262,Marek wozniak,Warsaw
263,Anna smith,Krakow
264,Piotr kowalski,Krakow
265,Piotr smith,Poznan
266,Kasia smith,Poznan
267,Marek wozniak,Krakow
268,Marek nowak,Krakow
269,Anna zielinski,Warsaw
270,Piotr kowalski,Gdansk
271,Anna nowak,Poznan
272,Anna kowalski,Warsaw
273,Marek nowak,Gdansk
274,Jan kowalski,Warsaw
275,Kasia nowak,Gdansk
276,Jan wozniak,Gdansk
277,Piotr smith,Warsaw
278,Maria zielinski,Gdansk
279,John nowak,Poznan
280,Marek kowalski,Krakow
281,Anna zielinski,Warsaw
282,Piotr zielinski,Gdansk
283,Kasia wozniak,Gdansk
284,Jan nowak,Gdansk
285,John kowalski,Warsaw
286,John smith,Poznan
287,John zielinski,Poznan
288,Anna zielinski,Poznan
289,Anna smith,Gdansk
290,Kasia smith,Warsaw
291,Maria smith,Warsaw
292,Marek wozniak,Poznan
293,Kasia nowak,Krakow
294,Piotr wozniak,Gdansk
295,Jan wozniak,Warsaw
296,John zielinski,Gdansk
297,Piotr zielinski,Poznan
298,Maria wozniak,Krakow
299,Kasia zielinski,Krakow
300,Piotr kowalski,Poznan
301,Anna smith,Krakow
302,Jan wozniak,Gdansk
303,Maria wozniak,Krakow
304,Anna wozniak,Poznan
305,Piotr kowalski,Krakow
306,Jan smith,Poznan
307,Piotr smith,Krakow
308,Maria smith,Gdansk
309,Anna zielinski,Warsaw
310,Anna kowalski,Gdansk
311,Kasia wozniak,Gdansk
312,Marek kowalski,Gdansk
313,Kasia wozniak,Krakow
314,Marek nowak,Warsaw
315,Piotr kowalski,Krakow
316,John kowalski,Krakow
317,John zielinski,Krakow
318,Kasia zielinski,Gdansk
319,Piotr wozniak,Gdansk
320,Maria smith,Krakow
321,John wozniak,Krakow
322,Piotr smith,Warsaw
323,Anna kowalski,Krakow
324,Anna zielinski,Poznan
325,John kowalski,Warsaw
326,Jan wozniak,Krakow
327,John zielinski,Poznan
328,Maria zielinski,Krakow
329,Anna kowalski,Krakow
330,Jan smith,Warsaw
331,Piotr nowak,Gdansk
332,Maria kowalski,Krakow
333,Anna nowak,Gdansk
334,Piotr kowalski,Gdansk
335,Marek wozniak,Warsaw
336,Marek nowak,Gdansk
337,Piotr wozniak,Krakow
338,Kasia smith,Warsaw
339,Anna smith,Poznan
340,Kasia nowak,Poznan
341,Anna wozniak,Krakow
342,Anna zielinski,Gdansk
343,John nowak,Warsaw
344,Jan zielinski,Krakow
345,Anna kowalski,Warsaw
346,Maria wozniak,Gdansk
347,Maria zielinski,Warsaw
348,Marek zielinski,Krakow
349,Kasia wozniak,Krakow
350,Marek zielinski,Krakow
351,Piotr zielinski,Gdansk
352,Anna zielinski,Gdansk
353,Anna kowalski,Gdansk
354,Jan smith,Gdansk
355,Anna kowalski,Warsaw
356,Jan zielinski,Warsaw
357,Jan nowak,Krakow
358,Kasia zielinski,Krakow
359,Piotr nowak,Warsaw
360,Piotr smith,Gdansk
361,Marek wozniak,Warsaw
362,John kowalski,Krakow
363,Marek zielinski,Gdansk
364,Marek kowalski,Krakow
365,Anna zielinski,Warsaw
366,John kowalski,Krakow
367,Marek kowalski,Warsaw
368,Anna kowalski,Poznan
369,Piotr zielinski,Gdansk
370,Marek zielinski,Krakow
371,Kasia nowak,Krakow
372,John smith,Gdansk
373,Kasia smith,Gdansk
374,Maria wozniak,Krakow
375,Anna zielinski,Warsaw
376,Kasia smith,Gdansk
377,Piotr nowak,Warsaw
378,Jan zielinski,Gdansk
379,Anna smith,Gdansk
380,Anna kowalski,Krakow
381,Maria wozniak,Krakow
382,Jan zielinski,Krakow
383,John wozniak,Warsaw
384,Kasia smith,Krakow
385,Piotr smith,Gdansk
386,Anna kowalski,Krakow
387,Kasia wozniak,Krakow
388,John wozniak,Poznan
389,Marek zielinski,Warsaw
390,Kasia nowak,Krakow
391,Piotr smith,Warsaw
392,Marek wozniak,Poznan
393,Maria nowak,Gdansk
394,Marek zielinski,Krakow
395,Kasia nowak,Warsaw
396,Maria smith,Gdansk
397,Marek wozniak,Gdansk
398,Kasia nowak,Warsaw
399,Piotr zielinski,Warsaw
400,Piotr wozniak,Gdansk
401,Kasia nowak,Warsaw
402,John zielinski,Poznan
403,Jan kowalski,Krakow
404,Maria nowak,Gdansk
405,Kasia nowak,Warsaw
406,Marek nowak,Krakow
407,Anna kowalski,Krakow
408,John smith,Gdansk
409,John smith,Krakow
410,Marek wozniak,Krakow
411,Jan wozniak,Gdansk
412,Jan wozniak,Warsaw
413,Maria zielinski,Gdansk
414,Jan nowak,Krakow
415,Marek wozniak,Krakow
416,Marek zielinski,Krakow
417,Marek nowak,Krakow
418,John smith,Poznan
419,Maria zielinski,Gdansk
420,Kasia kowalski,Krakow
421,Maria wozniak,Krakow
422,Piotr zielinski,Poznan
423,Maria wozniak,Krakow
424,Piotr kowalski,Gdansk
425,Jan zielinski,Krakow
426,Jan wozniak,Warsaw
427,Piotr wozniak,Gdansk
428,Marek wozniak,Krakow
429,John kowalski,Krakow
430,Anna kowalski,Gdansk
431,Maria smith,Poznan
432,Anna wozniak,Warsaw
433,Maria wozniak,Warsaw
434,John kowalski,Krakow
435,Marek kowalski,Warsaw
436,Kasia smith,Krakow
437,Maria wozniak,Gdansk
438,Anna smith,Poznan
439,John zielinski,Krakow
440,Piotr wozniak,Poznan
441,Maria nowak,Gdansk
442,Anna kowalski,Gdansk
443,John smith,Warsaw
444,John nowak,Krakow
445,Anna nowak,Krakow
446,Jan smith,Warsaw
447,Anna smith,Poznan
448,Anna smith,Krakow
449,Piotr wozniak,Warsaw
450,Jan zielinski,Krakow
451,Maria kowalski,Warsaw
452,Jan nowak,Gdansk
453,Marek wozniak,Gdansk
454,John kowalski,Krakow
455,Maria kowalski,Warsaw
456,Kasia smith,Krakow
457,Piotr nowak,Poznan
458,Kasia smith,Gdansk
459,Maria kowalski,Warsaw
460,Kasia smith,Gdansk
461,Piotr wozniak,Gdansk
462,Piotr wozniak,Poznan
463,Piotr kowalski,Krakow
464,Marek wozniak,Warsaw
465,Jan wozniak,Gdansk
466,Piotr zielinski,Krakow
467,John smith,Warsaw
468,Marek wozniak,Krakow
469,Anna zielinski,Poznan
470,John nowak,Gdansk
471,John wozniak,Poznan
472,Piotr kowalski,Gdansk
473,Marek smith,Warsaw
474,John kowalski,Gdansk
475,Piotr kowalski,Gdansk
476,Anna nowak,Krakow
477,Marek wozniak,Warsaw
478,Maria smith,Gdansk
479,Jan nowak,Krakow
480,Piotr wozniak,Warsaw
481,Jan kowalski,Poznan
482,Maria smith,Gdansk
483,Maria smith,Poznan
484,Jan smith,Poznan
485,Kasia smith,Gdansk
486,Marek smith,Poznan
487,Anna wozniak,Warsaw
488,Jan kowalski,Poznan
489,John wozniak,Poznan
490,Marek zielinski,Krakow
491,Anna wozniak,Warsaw
492,Piotr zielinski,Warsaw
493,Kasia smith,Gdansk
494,John smith,Gdansk
495,Kasia smith,Warsaw
496,John kowalski,Krakow
497,Anna zielinski,Gdansk
498,Piotr zielinski,Warsaw
499,John nowak,Gdansk
500,Marek wozniak,Gdansk
501,Piotr wozniak,Warsaw
502,Jan nowak,Warsaw
503,Piotr wozniak,Warsaw
504,Anna kowalski,Gdansk
505,Jan wozniak,Krakow
506,Piotr zielinski,Krakow
507,Maria kowalski,Krakow
508,John nowak,Poznan
509,Kasia zielinski,Krakow
510,Piotr nowak,Gdansk
511,Piotr kowalski,Krakow
512,Kasia kowalski,Poznan
513,Piotr nowak,Gdansk
514,Piotr zielinski,Gdansk
515,Piotr nowak,Krakow
516,Piotr kowalski,Warsaw
517,Marek wozniak,Warsaw
518,John kowalski,Gdansk
519,John zielinski,Warsaw
520,Anna smith,Warsaw
521,Jan zielinski,Warsaw
522,Anna zielinski,Warsaw
523,Maria kowalski,Poznan
524,Marek kowalski,Krakow
525,Marek kowalski,Poznan
526,Maria nowak,Krakow
527,Marek kowalski,Warsaw
528,Maria smith,Poznan
529,Jan nowak,Gdansk
530,Marek nowak,Warsaw
531,Anna smith,Poznan
532,Marek kowalski,Gdansk
533,Piotr nowak,Warsaw
534,Piotr nowak,Warsaw
535,John wozniak,Gdansk
536,Anna nowak,Krakow
537,Kasia smith,Gdansk
538,Maria nowak,Krakow
539,Maria kowalski,Gdansk
540,Anna zielinski,Krakow
541,Kasia nowak,Warsaw
542,Kasia wozniak,Krakow
543,John nowak,Krakow
544,John wozniak,Warsaw
545,Anna smith,Gdansk
546,Jan nowak,Warsaw
547,Piotr zielinski,Gdansk
548,Maria zielinski,Gdansk
549,Piotr wozniak,Gdansk
550,Maria smith,Krakow
551,Maria zielinski,Krakow
552,Anna nowak,Poznan
553,John zielinski,Gdansk
554,Marek kowalski,Krakow
555,Kasia kowalski,Krakow
556,Piotr wozniak,Krakow
557,Kasia nowak,Krakow
558,Kasia smith,Gdansk
559,Piotr smith,Warsaw
560,John wozniak,Warsaw
561,Anna nowak,Warsaw
562,Kasia nowak,Gdansk
563,John smith,Poznan
564,Jan zielinski,Warsaw
565,Maria zielinski,Gdansk
566,Piotr nowak,Krakow
567,Piotr wozniak,Poznan
568,John nowak,Krakow
569,Maria smith,Krakow
570,Anna zielinski,Gdansk
571,Jan kowalski,Gdansk
572,Kasia kowalski,Poznan
573,Anna smith,Poznan
574,Maria smith,Warsaw
575,Marek smith,Gdansk
576,Jan wozniak,Poznan
577,Maria zielinski,Gdansk
578,John zielinski,Warsaw
579,Maria smith,Warsaw
580,Jan smith,Gdansk
581,Marek smith,Krakow
582,Piotr nowak,Warsaw
583,Marek kowalski,Gdansk
584,John wozniak,Warsaw
585,Jan nowak,Warsaw
586,John zielinski,Warsaw
587,Kasia wozniak,Krakow
588,Piotr kowalski,Krakow
589,Piotr smith,Poznan
590,Maria zielinski,Warsaw
591,Anna kowalski,Warsaw
592,Marek zielinski,Warsaw
593,John nowak,Krakow
594,Kasia wozniak,Krakow
595,Maria wozniak,Krakow
596,Piotr kowalski,Poznan
597,Maria nowak,Krakow
598,Kasia nowak,Krakow
599,John zielinski,Krakow
600,Maria smith,Warsaw
601,Jan wozniak,Gdansk
602,Anna nowak,Warsaw
603,Piotr kowalski,Poznan
604,Jan smith,Krakow
605,Piotr nowak,Warsaw
606,Kasia wozniak,Warsaw
607,Jan wozniak,Gdansk
608,John kowalski,Gdansk
609,Maria smith,Warsaw
610,Kasia nowak,Krakow
611,Anna wozniak,Warsaw
612,Marek smith,Gdansk
613,Kasia zielinski,Krakow
614,John wozniak,Krakow
615,Anna wozniak,Warsaw
616,Piotr kowalski,Poznan
617,Maria wozniak,Poznan
618,John smith,Warsaw
619,Kasia nowak,Warsaw
620,Kasia zielinski,Krakow
621,Maria nowak,Krakow
622,Marek smith,Gdansk
623,Piotr kowalski,Krakow
624,Marek kowalski,Warsaw
625,Maria nowak,Gdansk
626,Maria kowalski,Poznan
627,Piotr smith,Gdansk
628,Marek kowalski,Warsaw
629,Anna kowalski,Krakow
630,Jan kowalski,Gdansk
631,Jan nowak,Warsaw
632,Marek wozniak,Krakow
633,Marek zielinski,Poznan
634,Maria wozniak,Gdansk
635,Maria zielinski,Krakow
636,Marek smith,Warsaw
637,Kasia nowak,Krakow
638,Kasia smith,Poznan
639,Piotr zielinski,Warsaw
640,Piotr zielinski,Warsaw
641,Piotr wozniak,Krakow
642,Anna nowak,Krakow
643,Marek smith,Warsaw
644,John nowak,Gdansk
645,Maria zielinski,Krakow
646,Kasia zielinski,Gdansk
647,Marek nowak,Krakow
648,Marek zielinski,Gdansk
649,Jan smith,Gdansk
650,Kasia zielinski,Warsaw
651,Anna wozniak,Warsaw
652,Marek smith,Gdansk
653,Anna zielinski,Gdansk
654,Jan nowak,Warsaw
655,John wozniak,Krakow
656,Maria zielinski,Gdansk
657,Jan smith,Krakow
658,Piotr wozniak,Krakow
659,Marek smith,Gdansk
660,Maria nowak,Poznan
661,John smith,Warsaw
662,Piotr nowak,Gdansk
663,John wozniak,Krakow
664,Piotr zielinski,Poznan
665,Jan smith,Warsaw
666,Maria kowalski,Krakow
667,Piotr wozniak,Warsaw
668,Maria nowak,Krakow
669,Maria wozniak,Gdansk
670,Marek smith,Poznan
671,Jan zielinski,Warsaw
672,John wozniak,Gdansk
673,Piotr nowak,Krakow
674,Piotr kowalski,Warsaw
675,Piotr wozniak,Warsaw
676,Jan kowalski,Warsaw
677,Anna smith,Poznan
678,Marek nowak,Gdansk
679,Marek zielinski,Poznan
680,John zielinski,Warsaw
681,John smith,Poznan
682,Maria kowalski,Gdansk
683,Kasia kowalski,Warsaw
684,Jan zielinski,Poznan
685,Jan wozniak,Warsaw
686,Kasia smith,Gdansk
687,John kowalski,Krakow
688,Maria smith,Poznan
689,John wozniak,Warsaw
690,Maria kowalski,Krakow
691,Marek wozniak,Poznan
692,Jan smith,Gdansk
693,Maria wozniak,Krakow
694,Marek smith,Poznan
695,Kasia zielinski,Gdansk
696,Kasia kowalski,Poznan
697,Jan zielinski,Warsaw
698,Marek smith,Warsaw
699,John wozniak,Poznan
700,Piotr zielinski,Warsaw
701,John zielinski,Poznan
702,Anna smith,Warsaw
703,Marek kowalski,Krakow
704,Kasia zielinski,Warsaw
705,Marek wozniak,Warsaw
706,Jan wozniak,Krakow
707,Anna wozniak,Warsaw
708,Kasia zielinski,Krakow
709,Jan wozniak,Warsaw
710,Piotr kowalski,Warsaw
711,Piotr nowak,Poznan
712,John smith,Poznan
713,Jan kowalski,Warsaw
714,Piotr wozniak,Gdansk
715,Marek kowalski,Poznan
716,John wozniak,Krakow
717,Maria nowak,Warsaw
718,Anna smith,Warsaw
719,Marek kowalski,Gdansk
720,John zielinski,Gdansk
721,Kasia nowak,Poznan
722,Piotr kowalski,Krakow
723,Anna nowak,Warsaw
724,Kasia zielinski,Krakow
725,Anna nowak,Poznan
726,Kasia zielinski,Gdansk
727,Anna zielinski,Gdansk
728,Jan kowalski,Krakow
729,Kasia nowak,Gdansk
730,Piotr kowalski,Gdansk
731,Kasia kowalski,Gdansk
732,John nowak,Gdansk
733,Piotr nowak,Gdansk
734,Maria zielinski,Poznan
735,Maria zielinski,Warsaw
736,Kasia wozniak,Warsaw
737,John wozniak,Krakow
738,Piotr nowak,Krakow
739,Marek nowak,Krakow
740,Jan nowak,Poznan
741,Maria smith,Warsaw
742,Anna smith,Gdansk
743,Piotr kowalski,Poznan
744,Marek wozniak,Gdansk
745,Kasia kowalski,Poznan
746,Jan nowak,Gdansk
747,Marek wozniak,Warsaw
748,Piotr kowalski,Warsaw
749,Marek kowalski,Warsaw
750,Piotr smith,Gdansk
751,Kasia zielinski,Krakow
752,Piotr nowak,Poznan
753,John kowalski,Krakow
754,Piotr nowak,Poznan
755,John smith,Krakow
756,Anna smith,Krakow
757,Kasia wozniak,Krakow
758,Piotr kowalski,Krakow
759,John wozniak,Krakow
760,Marek zielinski,Krakow
761,Marek nowak,Gdansk
762,Kasia nowak,Krakow
763,Maria kowalski,Gdansk
764,Piotr smith,Warsaw
765,Anna smith,Gdansk
766,Piotr smith,Krakow
767,Maria wozniak,Warsaw
768,John wozniak,Krakow
769,Kasia nowak,Gdansk
770,Marek smith,Gdansk
771,Kasia smith,Gdansk
772,Marek nowak,Warsaw
773,John wozniak,Krakow
774,Maria kowalski,Warsaw
775,Jan zielinski,Gdansk
776,Marek wozniak,Warsaw
777,Jan nowak,Warsaw
778,Marek smith,Krakow
779,Kasia zielinski,Warsaw
780,Maria kowalski,Gdansk
781,Kasia smith,Krakow
782,Kasia nowak,Gdansk
783,Jan zielinski,Krakow
784,Kasia smith,Gdansk
785,Piotr kowalski,Warsaw
786,Anna kowalski,Krakow
787,Maria wozniak,Gdansk
788,Anna smith,Poznan
789,Piotr wozniak,Warsaw
790,Maria smith,Gdansk
791,Kasia kowalski,Warsaw
792,Jan nowak,Krakow
793,Jan wozniak,Warsaw
794,Marek smith,Gdansk
795,Piotr nowak,Gdansk
796,Maria smith,Krakow
797,Marek kowalski,Gdansk
798,John kowalski,Poznan
799,Piotr zielinski,Warsaw
800,Anna kowalski,Poznan
801,Jan kowalski,Poznan
802,Kasia nowak,Krakow
803,Maria zielinski,Krakow
804,Kasia zielinski,Warsaw
805,Maria nowak,Warsaw
806,Piotr wozniak,Gdansk
807,John wozniak,Gdansk
808,Kasia wozniak,Poznan
809,Maria nowak,Warsaw
810,Piotr nowak,Krakow
811,Kasia zielinski,Krakow
812,Jan zielinski,Gdansk
813,Maria kowalski,Poznan
814,Jan wozniak,Gdansk
815,Marek nowak,Poznan
816,Anna zielinski,Warsaw
817,Piotr kowalski,Warsaw
818,Piotr kowalski,Krakow
819,Maria smith,Poznan
820,Anna smith,Warsaw
821,John zielinski,Krakow
822,Jan smith,Gdansk
823,Maria nowak,Gdansk
824,John kowalski,Gdansk
825,Maria kowalski,Warsaw
826,John zielinski,Gdansk
827,Maria smith,Poznan
828,Maria nowak,Poznan
829,Marek nowak,Warsaw
830,Anna zielinski,Krakow
831,John kowalski,Poznan
832,Maria wozniak,Gdansk
833,John nowak,Krakow
834,John zielinski,Krakow
835,John smith,Krakow
836,Jan wozniak,Krakow
837,Kasia nowak,Gdansk
838,Anna kowalski,Krakow
839,Kasia wozniak,Krakow
840,Jan smith,Gdansk
841,Jan smith,Poznan
842,John smith,Gdansk
843,Marek smith,Krakow
844,Jan smith,Gdansk
845,Maria nowak,Krakow
846,Jan wozniak,Warsaw
847,Piotr wozniak,Warsaw
848,Jan nowak,Warsaw
849,Piotr wozniak,Poznan
850,Maria wozniak,Warsaw
851,Marek kowalski,Poznan
852,Piotr zielinski,Gdansk
853,Piotr kowalski,Poznan
854,Jan wozniak,Gdansk
855,Kasia wozniak,Krakow
856,Kasia nowak,Warsaw
857,Kasia zielinski,Krakow
858,Jan kowalski,Gdansk
859,Piotr nowak,Warsaw
860,Piotr wozniak,Gdansk
861,Marek wozniak,Krakow
862,Maria nowak,Poznan
863,Anna wozniak,Warsaw
864,Piotr smith,Poznan
865,Kasia smith,Warsaw
866,Kasia nowak,Gdansk
867,Maria kowalski,Krakow
868,Maria smith,Warsaw
869,Kasia zielinski,Krakow
870,Marek zielinski,Krakow
871,Marek zielinski,Gdansk
872,Maria nowak,Warsaw
873,Anna wozniak,Krakow
874,Marek smith,Gdansk
875,Piotr kowalski,Warsaw
876,Maria zielinski,Krakow
877,Maria nowak,Warsaw
878,Anna kowalski,Gdansk
879,Piotr wozniak,Gdansk
880,Kasia kowalski,Gdansk
881,Maria kowalski,Krakow
882,Maria smith,Warsaw
883,Kasia zielinski,Gdansk
884,Marek smith,Gdansk
885,Piotr zielinski,Poznan
886,Maria zielinski,Krakow
887,John zielinski,Krakow
888,Kasia nowak,Krakow
889,Piotr nowak,Krakow
890,Maria smith,Poznan
891,John nowak,Gdansk
892,Kasia smith,Gdansk
893,Marek zielinski,Gdansk
894,Jan nowak,Gdansk
895,Kasia kowalski,Gdansk
896,John zielinski,Poznan
897,Marek wozniak,Warsaw
898,Marek kowalski,Warsaw
899,Maria nowak,Warsaw
900,Anna wozniak,Krakow
901,Kasia kowalski,Krakow
902,John kowalski,Krakow
903,Maria zielinski,Krakow
904,Marek nowak,Gdansk
905,Jan zielinski,Warsaw
906,Maria smith,Gdansk
907,Kasia zielinski,Krakow
908,Piotr kowalski,Krakow
909,Maria smith,Gdansk
910,Piotr smith,Gdansk
911,Kasia kowalski,Warsaw
912,Piotr zielinski,Krakow
913,Jan smith,Poznan
914,Piotr kowalski,Gdansk
915,John wozniak,Krakow
916,Kasia smith,Gdansk
917,Marek smith,Krakow
918,Anna zielinski,Gdansk
919,Maria wozniak,Krakow
920,Marek smith,Poznan
921,Marek kowalski,Krakow
922,Anna smith,Gdansk
923,Anna smith,Krakow
924,John smith,Gdansk
925,Kasia kowalski,Warsaw
926,Marek zielinski,Krakow
927,Maria smith,Warsaw
928,Anna zielinski,Gdansk
929,Maria kowalski,Warsaw
930,Anna zielinski,Warsaw
931,John kowalski,Warsaw
932,Anna wozniak,Krakow
933,John wozniak,Warsaw
934,John kowalski,Warsaw
935,Maria kowalski,Krakow
